127.0.0.1 - - [28/Nov/2021:15:13:23 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:21 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20329
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:21 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:21 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:21 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 500 1412
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:22 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20329
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:23 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:23 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 500 1394
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:23 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:25 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20329
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:25 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:26 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20329
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:31 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20329
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:18:31 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 304 -
127.0.0.1 - - [28/Nov/2021:18:19:03 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:03 +0900] "GET /project-oneyo/home HTTP/1.1" 200 16269
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:04 +0900] "GET /project-oneyo/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:04 +0900] "GET /project-oneyo/home HTTP/1.1" 200 16366
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:07 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20329
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:07 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:13 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20023
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:13 +0900] "GET /project-oneyo/assets/img/%EC%B0%B9%EC%8A%A4%ED%85%8C%EC%9D%B4%ED%81%AC.png HTTP/1.1" 200 141558
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:13 +0900] "GET /project-oneyo/assets/img/%ED%86%A0%EB%A7%88%ED%86%A0%EC%B9%B4%EB%A0%88.png HTTP/1.1" 200 108992
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:13 +0900] "GET /project-oneyo/assets/img/%EB%B2%84%EC%84%AF%EC%86%8C%EB%B6%88%EA%B3%A0%EA%B8%B0.png HTTP/1.1" 200 117248
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:13 +0900] "GET /project-oneyo/assets/img/%ED%86%A0%EB%A7%88%ED%86%A0%EC%8A%A4%ED%8A%9C.png HTTP/1.1" 200 133080
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:13 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 200 107597
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:19:13 +0900] "GET /project-oneyo/assets/js/mealkit/list.js HTTP/1.1" 200 2229
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:22:58 +0900] "GET /project-oneyo/customer/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:22:58 +0900] "GET /project-oneyo/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:22:58 +0900] "GET /project-oneyo/home HTTP/1.1" 200 16366
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:23:02 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20023
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:23:02 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 200 107597
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:23:03 +0900] "GET /project-oneyo/customer/mypage HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:23:03 +0900] "GET /project-oneyo/customer/login/form HTTP/1.1" 200 8704
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:23:05 +0900] "GET /project-oneyo/share/list HTTP/1.1" 200 9619
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:26:41 +0900] "GET /project-oneyo/share/list HTTP/1.1" 500 1942
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:26:43 +0900] "GET /project-oneyo/share/list HTTP/1.1" 500 1942
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:26:57 +0900] "GET /project-oneyo/share/list HTTP/1.1" 200 9609
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:13 +0900] "GET /project-oneyo/share/list HTTP/1.1" 200 9609
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:15 +0900] "GET /project-oneyo/home HTTP/1.1" 200 16366
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:17 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20023
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:17 +0900] "GET /project-oneyo/assets/js/mealkit/list.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:17 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:27 +0900] "GET /project-oneyo/mealkit/detail?mkId=9 HTTP/1.1" 200 32448
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:27 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%96%91%ED%8C%8C.jpg HTTP/1.1" 200 40233
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:27 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%86%8C%EA%B3%A0%EA%B8%B0.jpg HTTP/1.1" 200 207766
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:27 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%91%9C%EA%B3%A0%EB%B2%84%EC%84%AF.jpg HTTP/1.1" 200 56807
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:27 +0900] "GET /project-oneyo/assets/img/ingredients/%EA%B0%84%EC%9E%A5%EB%8B%AC%EC%BD%A4%EC%96%91%EB%85%90.jpg HTTP/1.1" 200 218359
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:30:27 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EB%A9%B4.jpg HTTP/1.1" 200 115948
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:35:59 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 20212
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:35:59 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:36:00 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:36:00 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EA%B7%BC.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:36:00 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:36:00 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%86%A0%EB%A7%88%ED%86%A0.jpg HTTP/1.1" 200 26018
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:36:30 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:36:30 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:36:30 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%86%A0%EB%A7%88%ED%86%A0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:36:30 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EA%B7%BC.jpg HTTP/1.1" 200 114572
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:38:39 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:38:39 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EA%B7%BC.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:38:39 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:38:39 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%86%A0%EB%A7%88%ED%86%A0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:38:58 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:38:58 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:38:59 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:38:59 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:39:00 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:39:00 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:39:08 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:39:08 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:39:10 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:39:11 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EA%B7%BC.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:18:39:11 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:13:44 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:13:44 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EA%B7%BC.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:13:44 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%86%A0%EB%A7%88%ED%86%A0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:13:44 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:15:25 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 20676
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:15:25 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 200 60945
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:17:13 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 22350
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:17:13 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:17:13 +0900] "GET /project-oneyo/assets/img/ingredients/%EA%B0%90%EC%9E%90.jpg HTTP/1.1" 200 510090
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:18:51 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 29069
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:18:51 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%86%8C%EA%B3%A0%EA%B8%B0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:18:51 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%98%AC%EB%A6%AC%EB%B8%8C%EC%9C%A0.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:18:51 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%96%91%ED%8C%8C.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:18:51 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EA%B7%BC.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:18:51 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%86%A0%EB%A7%88%ED%86%A0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:18:51 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:18:51 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%98%AC%EB%A6%AC%EB%B8%8C%EC%9C%A0.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:22:22 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 29069
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:22:22 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:22:22 +0900] "GET /project-oneyo/assets/img/ingredients/%EA%B0%90%EC%9E%90.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:22:22 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%98%AC%EB%A6%AC%EB%B8%8C%EC%9C%A0.jpg HTTP/1.1" 200 60722
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:28 +0900] "GET /project-oneyo/mealkit/detail?mkId=6 HTTP/1.1" 200 29061
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:28 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EA%B7%BC.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:28 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%86%A0%EB%A7%88%ED%86%A0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:28 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%98%AC%EB%A6%AC%EB%B8%8C%EC%9C%A0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:28 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%BB%A4%EB%A6%AC%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:41 +0900] "GET /project-oneyo/mealkit/detail?mkId=8 HTTP/1.1" 200 17319
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:46 +0900] "GET /project-oneyo/mealkit/detail?mkId=9 HTTP/1.1" 200 32443
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:47 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%91%9C%EA%B3%A0%EB%B2%84%EC%84%AF.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:47 +0900] "GET /project-oneyo/assets/img/ingredients/%EA%B0%84%EC%9E%A5%EB%8B%AC%EC%BD%A4%EC%96%91%EB%85%90.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:23:47 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EB%A9%B4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:24:19 +0900] "GET /project-oneyo/mealkit/detail?mkId=10 HTTP/1.1" 200 25714
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:24:19 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:24:19 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%A7%88%EB%8A%98.jpg HTTP/1.1" 200 45369
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:24:19 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%83%88%EC%9A%B0.jpg HTTP/1.1" 200 101260
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:24:19 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%99%84%EC%9E%90%ED%83%95%EC%86%8C%EC%8A%A4.jpg HTTP/1.1" 200 16532
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:24:19 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90.jpg HTTP/1.1" 200 86511
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:24:19 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%83%9D%EA%B0%95.jpg HTTP/1.1" 200 88993
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:24:19 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%B2%AD%EA%B2%BD%EC%B1%84.jpg HTTP/1.1" 200 90960
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:36:07 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 22605
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:36:07 +0900] "GET /project-oneyo/assets/img/%EC%83%88%EC%9A%B0%EC%99%84%EC%9E%90%ED%83%95.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:36:07 +0900] "GET /project-oneyo/assets/img/%EB%A7%88%EB%9D%BC%EC%83%B9%EA%B6%88.png HTTP/1.1" 404 884
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:36:07 +0900] "GET /project-oneyo/assets/js/mealkit/list.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:36:35 +0900] "GET /project-oneyo/mealkit/list HTTP/1.1" 200 22605
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:36:35 +0900] "GET /project-oneyo/assets/img/%EB%A7%88%EB%9D%BC%EC%83%B9%EA%B6%88.png HTTP/1.1" 200 96119
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/mealkit/detail?mkId=11 HTTP/1.1" 200 39147
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/%EB%A7%88%EB%9D%BC%EC%83%B9%EA%B6%88.png HTTP/1.1" 404 884
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%91%9C%EA%B3%A0%EB%B2%84%EC%84%AF.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%86%8C%EA%B3%A0%EA%B8%B0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%96%91%ED%8C%8C.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8B%B9%EB%A9%B4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EA%B0%90%EC%9E%90.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%83%88%EC%9A%B0.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%96%91%EA%B3%A0%EA%B8%B0.jpg HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8F%BC%EC%A7%80%EA%B3%A0%EA%B8%B0.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%91%B8%EC%A3%BC.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%97%B0%EA%B7%BC.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EA%B1%B4%EB%91%90%EB%B6%80.jpg HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%B0%B0%EC%B6%94.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:45:12 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%B9%98%EC%A6%88%EB%96%A1.jpg HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:01 +0900] "GET /project-oneyo/mealkit/detail?mkId=11 HTTP/1.1" 200 39147
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:01 +0900] "GET /project-oneyo/assets/img/%EB%A7%88%EB%9D%BC%EC%83%B9%EA%B6%88.png HTTP/1.1" 404 884
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:01 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%96%91%EA%B3%A0%EA%B8%B0.jpg HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:01 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8F%BC%EC%A7%80%EA%B3%A0%EA%B8%B0.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:01 +0900] "GET /project-oneyo/assets/img/ingredients/%EA%B1%B4%EB%91%90%EB%B6%80.jpg HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:01 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%97%B0%EA%B7%BC.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:01 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%91%B8%EC%A3%BC.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:01 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%B0%B0%EC%B6%94.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:01 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%B9%98%EC%A6%88%EB%96%A1.jpg HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:45 +0900] "GET /project-oneyo/mealkit/detail?mkId=11 HTTP/1.1" 200 39147
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:45 +0900] "GET /project-oneyo/assets/img/%EB%A7%88%EB%9D%BC%EC%83%B9%EA%B6%88.png HTTP/1.1" 404 884
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:45 +0900] "GET /project-oneyo/assets/img/ingredients/%ED%91%B8%EC%A3%BC.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:45 +0900] "GET /project-oneyo/assets/img/ingredients/%EA%B1%B4%EB%91%90%EB%B6%80.jpg HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:45 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%96%91%EA%B3%A0%EA%B8%B0.jpg HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:45 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%97%B0%EA%B7%BC.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:45 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%8F%BC%EC%A7%80%EA%B3%A0%EA%B8%B0.jpg HTTP/1.1" 404 900
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:45 +0900] "GET /project-oneyo/assets/img/ingredients/%EB%B0%B0%EC%B6%94.jpg HTTP/1.1" 404 882
0:0:0:0:0:0:0:1 - - [28/Nov/2021:19:47:45 +0900] "GET /project-oneyo/assets/img/ingredients/%EC%B9%98%EC%A6%88%EB%96%A1.jpg HTTP/1.1" 404 891
